,id,name,address,types,rating,rating_n,international_phone_number,current_popularity,populartimes,coordinates.lat,coordinates.lng,time_spent,time_wait
228,ChIJm-3Mm3S5hkcRq1bjv6fxVY0,Emilia Tarantino Parrucchiere,"Via Col di Lana, 1, 20900 Monza MB, Italy","['hair_care', 'point_of_interest', 'establishment']",4.4,5.0,+39 039 230 1200,,,45.58648609999999,9.2648893,,
229,ChIJG1Ru82u5hkcRorWYr_KgDUc,CAPAM-C.F.P.Unione Artigiani,"Viale Lombardia, 4, 20052 Monza MB, Italy","['hair_care', 'school', 'point_of_interest', 'establishment']",5.0,4.0,+39 039 367238,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 21, 31, 29, 29, 39, 50, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 39, 68, 67, 54, 57, 59, 37, 0, 1, 3, 10, 17, 17, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 42, 100, 82, 48, 67, 81, 54, 0, 1, 1, 4, 17, 23, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 39, 56, 42, 29, 42, 57, 50, 0, 3, 1, 1, 1, 1, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 57, 73, 48, 40, 71, 78, 39, 0, 1, 1, 1, 1, 1, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.5897885,9.2532307,,
230,ChIJGXADSeDGhkcRLKCUsgpNGGU,TATIS Parrucchieri,"Via Giulio e Corrado Venini, 31, 20127 Milano MI, Italy","['hair_care', 'point_of_interest', 'establishment']",4.8,15.0,+39 02 282 8369,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 41, 54, 37, 16, 12, 20, 37, 54, 50, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 37, 29, 33, 25, 12, 8, 33, 75, 83, 45, 12, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 50, 45, 12, 0, 4, 20, 50, 62, 45, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20, 29, 37, 41, 41, 45, 50, 45, 33, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 54, 70, 66, 41, 29, 58, 100, 91, 45, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.4893361,9.2136208,,
231,ChIJEeSY_JfGhkcRHIxGLZOo5xA,Otto Hair Melloni,"Via Macedonio Melloni, 4, 20129 Milano MI, Italy","['hair_care', 'point_of_interest', 'establishment']",4.2,44.0,+39 02 7600 1502,,,45.4664527,9.2082243,,
232,ChIJh6qKLR_HhkcRUGuwWglT5vE,Vanysia vanità e bellezza (centro estetico),"Viale Monza, 117, 20127 Milano MI, Italy","['beauty_salon', 'hair_care', 'spa', 'point_of_interest', 'establishment']",5.0,51.0,+39 02 261 3357,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 66, 58, 75, 83, 66, 41, 33, 25, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 33, 50, 58, 58, 50, 50, 58, 50, 25, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 75, 50, 41, 50, 41, 41, 66, 100, 83, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 66, 83, 91, 83, 75, 66, 58, 33, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.49806009999999,9.220111399999999,,
233,ChIJM2qtySbEhkcRK1DsoJLFlAA,Nello Migliaccio Hair Stylist,"Via Goffredo Sigieri, 6, 20135 Milano MI, Italy","['hair_care', 'point_of_interest', 'establishment']",4.9,11.0,+39 02 5518 4352,,,45.452748,9.209862,,
234,ChIJNZ9qdT3qhkcRdZlfCEIjdmE,Game Dance & Fitness Academy,"Via Vittorio Alfieri, 30, 20019 Settimo Milanese MI, Italy","['beauty_salon', 'hair_care', 'bar', 'gym', 'health', 'point_of_interest', 'establishment']",4.2,6.0,+39 02 8347 8077,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 7, 26, 42, 37, 27, 38, 60, 60, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 9, 24, 46, 65, 80, 87, 74, 41, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 12, 38, 66, 73, 65, 65, 57, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 7, 18, 34, 49, 52, 42, 24, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 15, 45, 84, 100, 76, 36, 10, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.48608309999999,9.0597465,,
235,ChIJCYbWKyzBhkcRgITIrQ0IIZ8,Fascino,"Via Ugo Bassi, 18, 20159 Milano MI, Italy","['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']",4.7,26.0,+39 02 688 8313,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 35, 52, 76, 88, 100, 94, 82, 58, 41, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 47, 52, 70, 82, 70, 47, 52, 82, 70, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 35, 35, 52, 52, 35, 17, 23, 35, 35, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 82, 82, 64, 52, 58, 70, 76, 64, 47, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 82, 35, 41, 47, 41, 52, 88, 100, 70, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 76, 88, 70, 52, 52, 70, 76, 58, 35, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.4893077,9.186188,,
236,ChIJFS-YkaLGhkcRjWDZMJq9AVY,Studio Rinaldi,"Viale Bianca Maria, 19, 20122 Milano MI, Italy","['hair_care', 'doctor', 'health', 'point_of_interest', 'store', 'establishment']",2.6,16.0,+39 02 7600 6089,,,45.464609,9.205921499999999,,
237,ChIJQboFpS64hkcRdMVNtkMuuk8,ISTALOOK - Extension e Parrucche,"Viale Lombardia, 273, 20861 Brugherio MB, Italy","['hair_care', 'point_of_interest', 'store', 'establishment']",4.8,147.0,+39 039 880722,,,45.5585548,9.301096399999999,,
238,ChIJwdEgleS7hkcRuG2qppeacSI,Borgonovo Group,"Via Alessandro Manzoni, 2, 20851 Lissone MB, Italy","['hair_care', 'point_of_interest', 'establishment']",4.1,28.0,+39 039 463335,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 38, 28, 23, 35, 40, 35, 42, 35, 11, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 16, 16, 21, 16, 9, 14, 23, 19, 7, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 19, 21, 11, 7, 9, 21, 28, 23, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 45, 45, 30, 21, 26, 35, 35, 26, 14, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 35, 40, 30, 16, 26, 71, 100, 61, 16, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.61119770000001,9.243317500000002,"[30, 90]",
239,ChIJ-TadJgLEhkcRH4wWvdBmKlw,Carolin Cruz,"Viale Bligny, 41, 20136 Milano MI, Italy","['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']",4.3,28.0,+39 02 5832 5580,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 90, 90, 63, 42, 48, 63, 69, 60, 42, 24, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 96, 78, 63, 72, 63, 57, 66, 69, 51, 27, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 51, 72, 69, 51, 45, 63, 81, 75, 45, 18, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 75, 66, 33, 36, 63, 81, 90, 93, 84, 54, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 81, 100, 81, 48, 39, 60, 84, 84, 51, 21, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.4510564,9.1953582,,
240,ChIJC3qNcmLBhkcRUM7rNBaVj-U,Giò D'Amato,"Via Pietro Cavalcabò, 5, 20146 Milano MI, Italy","['hair_care', 'point_of_interest', 'establishment']",4.3,12.0,+39 02 481 4113,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 5, 23, 64, 94, 88, 76, 64, 47, 29, 35, 23, 11, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 58, 41, 29, 47, 58, 58, 52, 41, 29, 17, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 35, 52, 47, 29, 29, 41, 41, 35, 17, 5, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 11, 29, 47, 52, 41, 35, 35, 41, 35, 29, 17, 5, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 29, 52, 82, 100, 94, 82, 70, 64, 58, 47, 29, 11, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.4617705,9.1518372,,
241,ChIJpfP3Xh_EhkcRyVL3tZ485ik,Marcello Nocera hair spa,"Viale Monte Nero, 5, 20135 Milano MI, Italy","['hair_care', 'point_of_interest', 'establishment']",4.4,16.0,+39 02 5519 5352,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 31, 52, 68, 63, 42, 26, 26, 36, 31, 10, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 47, 31, 21, 36, 42, 42, 36, 31, 31, 21, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 73, 100, 89, 52, 26, 26, 52, 73, 73, 42, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.45310080000001,9.202931200000002,,
242,ChIJE-ZVh6K5hkcRsTRLm05Gvss,Conte Stefano Parrucchiere,"Via Moriggia, 4, 20900 Monza MB, Italy","['hair_care', 'point_of_interest', 'establishment']",4.8,73.0,+39 039 360281,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 40, 38, 29, 27, 30, 27, 18, 7, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 70, 52, 21, 16, 23, 25, 20, 9, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 40, 32, 16, 21, 41, 52, 45, 27, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 63, 65, 60, 72, 94, 100, 80, 49, 21, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 47, 60, 61, 67, 76, 72, 54, 29, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.583669,9.2778686,"[60, 150]",
243,ChIJ-4Brl--2hkcR4DQSnx8hS0Y,Tocco Magico Parrucchieri,"Via Adua, 1, 20867 Caponago MB, Italy","['hair_care', 'point_of_interest', 'establishment']",4.9,107.0,+39 392 485 5736,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 69, 60, 0, 0, 26, 39, 47, 47, 43, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 73, 65, 0, 0, 13, 34, 65, 73, 47, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 43, 34, 0, 0, 52, 56, 52, 56, 52, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 47, 34, 34, 26, 21, 21, 30, 30, 21, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 39, 52, 65, 82, 95, 100, 91, 69, 43, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.56633799999999,9.373281,,
244,ChIJw5t5iyq-hkcRdIJDE3L4fJI,Vanity & Style Evolution,"Via Alessandro Volta, 62, 20030 Senago MI, Italy","['hair_care', 'health', 'point_of_interest', 'establishment']",3.0,2.0,+39 02 9948 0249,,,45.5786515,9.129532700000002,,
245,ChIJE3-0Up-5hkcRaRSdF7JZACw,"Barbiere, Parrucchiere uomo e Bambini, Messina Parrucchiere","Via Carlo Alberto, 6, 20900 Monza MB, Italy","['hair_care', 'health', 'point_of_interest', 'establishment']",4.4,31.0,+39 039 320962,,,45.585036,9.2755394,,
246,ChIJE16qYB_EhkcRijLiQRjblZk,Curatolo HAIR,"Viale Monte Nero, 7, 20135 Milano MI, Italy","['hair_care', 'point_of_interest', 'establishment']",5.0,55.0,+39 02 545 6843,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 57, 28, 14, 35, 57, 57, 35, 14, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 57, 42, 21, 28, 35, 28, 28, 50, 57, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 64, 42, 28, 42, 50, 42, 71, 50, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 50, 85, 100, 92, 85, 71, 42, 21, 14, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.4533113,9.203083399999999,,
247,ChIJ7STbnynEhkcReBEe3VafLos,ALL' ITALIANA Acconciatori - Insubria,"Piazza Insubria, 10, 20137 Milano MI, Italy","['hair_care', 'point_of_interest', 'establishment']",4.4,51.0,+39 02 000 0000,,,45.4532364,9.2195542,,
248,ChIJZbyFEBLMhkcRXIjnWD4xLf0,Maison De Beauté Estetica Avanzata Viso e Corpo,"Via S. Quasimodo, 1, 20068 Bettola-Zeloforamagno MI, Italy","['beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']",3.9,18.0,+39 02 9530 7515,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 43, 50, 50, 56, 75, 68, 50, 56, 56, 31, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 37, 37, 25, 25, 25, 31, 31, 25, 18, 12, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 43, 75, 100, 93, 62, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.4375033,9.3125707,,
249,ChIJcWlmMpzGhkcR5CWFHfBaxvE,The Cunsol Hairdressers Milan,"Via Paullo, 13, 20135 Milano MI, Italy","['hair_care', 'point_of_interest', 'establishment']",4.9,127.0,+39 02 5519 5822,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 33, 27, 22, 11, 11, 27, 44, 44, 27, 11, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 5, 22, 44, 50, 33, 22, 22, 33, 38, 38, 27, 16, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 22, 16, 22, 22, 16, 16, 27, 44, 38, 16, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 22, 38, 50, 50, 55, 55, 50, 27, 11, 27, 50, 16, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 16, 38, 66, 94, 94, 83, 77, 94, 100, 66, 27, 5, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.4583377,9.2119515,,
250,ChIJgTB6JlfGhkcRt_dZqRXcubQ,Hair & More,"Via Carlo Bertolazzi, 20, 20134 Milano MI, Italy","['beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']",4.3,24.0,+39 02 3329 5852,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 50, 70, 60, 40, 25, 35, 45, 30, 15, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 30, 45, 50, 55, 55, 50, 35, 20, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 30, 25, 30, 40, 45, 55, 50, 30, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 30, 40, 35, 30, 35, 50, 60, 50, 30, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 60, 75, 65, 75, 100, 95, 60, 25, 5, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.4841215,9.241186999999998,,
251,ChIJZS0-b1eThkcRs1KVYakUVF8,Color Amour,"Via Marche, 91, 20020 Lainate MI, Italy","['hair_care', 'point_of_interest', 'establishment']",5.0,91.0,+39 02 9357 0861,,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 75, 72, 0, 0, 47, 67, 77, 77, 75, 52, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 52, 65, 80, 90, 82, 57, 27, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 100, 60, 0, 0, 37, 47, 52, 47, 32, 20, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 35, 50, 55, 55, 57, 67, 77, 72, 50, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 32, 70, 82, 67, 57, 60, 47, 25, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",45.5571376,9.0243159,,
252,ChIJZWlz3tm3hkcRuj9qrRb5hpw,epiLate Cernusco Sul Naviglio,"Via Marcelline, 17, 20063 Cernusco sul Naviglio MI, Italy","['beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']",4.9,39.0,+39 02 9222 0347,,,45.52579599999999,9.3318697,,
